ccode,year,x
2,2010,0.14705882352941177
20,2010,0.20588235294117646
31,2010,0.6764705882352942
40,2010,0.9117647058823529
41,2010,0.7647058823529411
42,2010,0.7352941176470589
51,2010,0.8235294117647058
52,2010,0.8529411764705882
53,2010,0.7647058823529411
54,2010,0.47058823529411764
55,2010,0.35294117647058826
56,2010,0.7352941176470589
57,2010,0.8823529411764706
58,2010,0.5
60,2010,0.5
70,2010,0.5882352941176471
80,2010,0.8235294117647058
90,2010,0.7058823529411765
91,2010,0.6470588235294118
92,2010,0.7352941176470589
93,2010,0.8529411764705882
94,2010,0.7058823529411765
95,2010,0.4117647058823529
100,2010,0.7352941176470589
101,2010,0.8823529411764706
110,2010,0.8235294117647058
115,2010,0.5
130,2010,0.8235294117647058
135,2010,0.6764705882352942
140,2010,0.7647058823529411
145,2010,0.8529411764705882
150,2010,0.7352941176470589
155,2010,0.6470588235294118
160,2010,0.6176470588235294
165,2010,0.6764705882352942
200,2010,0.35294117647058826
205,2010,0.38235294117647056
210,2010,0.3235294117647059
211,2010,0.35294117647058826
212,2010,0.38235294117647056
220,2010,0.38235294117647056
221,2010,0.38235294117647056
223,2010,0.38235294117647056
225,2010,0.35294117647058826
230,2010,0.38235294117647056
232,2010,0.38235294117647056
235,2010,0.38235294117647056
255,2010,0.3235294117647059
290,2010,0.3235294117647059
305,2010,0.38235294117647056
310,2010,0.3235294117647059
316,2010,0.3235294117647059
317,2010,0.35294117647058826
325,2010,0.35294117647058826
331,2010,0.35294117647058826
338,2010,0.38235294117647056
339,2010,0.38235294117647056
341,2010,0.35294117647058826
343,2010,0.3235294117647059
344,2010,0.35294117647058826
345,2010,0.4117647058823529
346,2010,0.47058823529411764
349,2010,0.38235294117647056
350,2010,0.8235294117647058
352,2010,0.38235294117647056
355,2010,0.3235294117647059
359,2010,0.35294117647058826
360,2010,0.35294117647058826
365,2010,0.8529411764705882
366,2010,0.35294117647058826
367,2010,0.3235294117647059
368,2010,0.3235294117647059
369,2010,0.35294117647058826
370,2010,0.8823529411764706
371,2010,0.6764705882352942
372,2010,0.3235294117647059
373,2010,0.8529411764705882
375,2010,0.38235294117647056
380,2010,0.35294117647058826
385,2010,0.38235294117647056
390,2010,0.35294117647058826
395,2010,0.38235294117647056
402,2010,0.6764705882352942
403,2010,0.38235294117647056
404,2010,0.7647058823529411
411,2010,0
420,2010,0.7647058823529411
432,2010,0.8529411764705882
433,2010,0.8823529411764706
434,2010,0.7058823529411765
435,2010,0.9117647058823529
436,2010,0.8529411764705882
437,2010,0.17647058823529413
438,2010,0.8823529411764706
439,2010,0.7058823529411765
450,2010,0.7647058823529411
451,2010,0.47058823529411764
452,2010,0.7647058823529411
461,2010,0.7058823529411765
471,2010,0.5588235294117647
475,2010,0.8823529411764706
481,2010,0.7941176470588235
482,2010,0.7058823529411765
483,2010,0
484,2010,0.8235294117647058
490,2010,0.47058823529411764
500,2010,0.9117647058823529
501,2010,0.8235294117647058
510,2010,0.7058823529411765
516,2010,0.4117647058823529
517,2010,0.4117647058823529
520,2010,0.8235294117647058
522,2010,0.8529411764705882
530,2010,0.7941176470588235
531,2010,0.7941176470588235
540,2010,0.6764705882352942
541,2010,0.8235294117647058
551,2010,0.7647058823529411
552,2010,0.9705882352941176
553,2010,0.7352941176470589
560,2010,0.8235294117647058
565,2010,0.7941176470588235
570,2010,0.7941176470588235
571,2010,0.7352941176470589
572,2010,0.8529411764705882
580,2010,0.6764705882352942
581,2010,0.8529411764705882
590,2010,0.7941176470588235
591,2010,0
600,2010,0.8529411764705882
615,2010,0.8823529411764706
616,2010,0.8529411764705882
620,2010,0.9705882352941176
625,2010,0.9705882352941176
626,2010,0
630,2010,0.9705882352941176
640,2010,0.5294117647058824
645,2010,0.8529411764705882
651,2010,0.9705882352941176
652,2010,0.9705882352941176
660,2010,0.8823529411764706
663,2010,0.8529411764705882
666,2010,0.029411764705882353
670,2010,0.8823529411764706
679,2010,0.8823529411764706
690,2010,0.9411764705882353
692,2010,0.8823529411764706
694,2010,0.9411764705882353
696,2010,0.8823529411764706
698,2010,0.9411764705882353
700,2010,0.8529411764705882
701,2010,0.7941176470588235
702,2010,0.8823529411764706
703,2010,0.8235294117647058
704,2010,0.8235294117647058
705,2010,0.7941176470588235
712,2010,0.7352941176470589
731,2010,0.9117647058823529
732,2010,0.4117647058823529
740,2010,0.4411764705882353
750,2010,0.8529411764705882
760,2010,0.7058823529411765
770,2010,0.9411764705882353
771,2010,0.9411764705882353
775,2010,0.8823529411764706
780,2010,0.8823529411764706
781,2010,0.7647058823529411
790,2010,0.7941176470588235
800,2010,0.8235294117647058
811,2010,0.8529411764705882
812,2010,0.7941176470588235
816,2010,0.9117647058823529
820,2010,0.9705882352941176
830,2010,0.8529411764705882
835,2010,0.9411764705882353
840,2010,0.7352941176470589
850,2010,0.9411764705882353
860,2010,0.6176470588235294
900,2010,0.23529411764705882
910,2010,0.7058823529411765
920,2010,0.35294117647058826
935,2010,0.35294117647058826
940,2010,0.6764705882352942
946,2010,0
947,2010,0.7352941176470589
950,2010,0.6470588235294118
955,2010,0.5
