ccode,year,x
2,2010,0.14204545454545456
20,2010,0.4147727272727273
31,2010,0.8522727272727273
40,2010,0.8806818181818182
41,2010,0.7954545454545454
42,2010,0.6761363636363636
51,2010,0.6704545454545454
52,2010,0.7045454545454546
53,2010,0.8806818181818182
54,2010,0.3465909090909091
55,2010,0.5227272727272727
56,2010,0.7159090909090909
57,2010,0.6647727272727273
58,2010,0.7386363636363636
60,2010,0.48295454545454547
70,2010,0.8352272727272727
80,2010,0.8409090909090909
90,2010,0.7784090909090909
91,2010,0.7840909090909091
92,2010,0.625
93,2010,0.8977272727272727
94,2010,0.8409090909090909
95,2010,0.7613636363636364
100,2010,0.7897727272727273
101,2010,0.7272727272727273
110,2010,0.7727272727272727
115,2010,0.5113636363636364
130,2010,0.6704545454545454
135,2010,0.8465909090909091
140,2010,0.875
145,2010,0.8806818181818182
150,2010,0.8409090909090909
155,2010,0.6306818181818182
160,2010,0.8522727272727273
165,2010,0.6704545454545454
200,2010,0.4034090909090909
205,2010,0.7159090909090909
210,2010,0.6761363636363636
211,2010,0.4602272727272727
212,2010,0.5511363636363636
220,2010,0.6136363636363636
221,2010,0.6647727272727273
223,2010,0.4943181818181818
225,2010,0.5284090909090909
230,2010,0.5056818181818182
232,2010,0.6761363636363636
235,2010,0.5056818181818182
255,2010,0.6931818181818182
290,2010,0.6136363636363636
305,2010,0.7272727272727273
310,2010,0.6704545454545454
316,2010,0.6761363636363636
317,2010,0.6647727272727273
325,2010,0.6590909090909091
331,2010,0.6590909090909091
338,2010,0.7443181818181818
339,2010,0.5681818181818182
341,2010,0.4772727272727273
343,2010,0.6022727272727273
344,2010,0.6988636363636364
345,2010,0.48863636363636365
346,2010,0.7329545454545454
349,2010,0.5340909090909091
350,2010,0.8465909090909091
352,2010,0.7102272727272727
355,2010,0.5454545454545454
359,2010,0.5852272727272727
360,2010,0.5397727272727273
365,2010,0.6534090909090909
366,2010,0.6875
367,2010,0.6193181818181818
368,2010,0.5852272727272727
369,2010,0.4772727272727273
370,2010,0.8920454545454546
371,2010,0.8068181818181818
372,2010,0.6647727272727273
373,2010,0.8579545454545454
375,2010,0.7102272727272727
380,2010,0.6818181818181818
385,2010,0.48863636363636365
390,2010,0.6818181818181818
395,2010,0.7045454545454546
402,2010,0.6590909090909091
403,2010,0.3806818181818182
404,2010,0.6988636363636364
411,2010,0.26136363636363635
420,2010,0.8352272727272727
432,2010,0.8295454545454546
433,2010,0.8125
434,2010,0.7727272727272727
435,2010,0.9034090909090909
436,2010,0.8806818181818182
437,2010,0.6647727272727273
438,2010,0.7784090909090909
439,2010,0.7045454545454546
450,2010,0.6875
451,2010,0.5511363636363636
452,2010,0.8636363636363636
461,2010,0.6988636363636364
471,2010,0.6818181818181818
475,2010,0.6647727272727273
481,2010,0.8636363636363636
482,2010,0.5625
483,2010,0.0625
484,2010,0.5681818181818182
490,2010,0.5568181818181818
500,2010,0.6477272727272727
501,2010,0.875
510,2010,0.6306818181818182
516,2010,0.26136363636363635
517,2010,0.5113636363636364
520,2010,0.8068181818181818
522,2010,0.6647727272727273
530,2010,0.6420454545454546
531,2010,0.8920454545454546
540,2010,0.8238636363636364
541,2010,0.7840909090909091
551,2010,0.6477272727272727
552,2010,0.8579545454545454
553,2010,0.8238636363636364
560,2010,0.7443181818181818
565,2010,0.6704545454545454
570,2010,0.6875
571,2010,0.8522727272727273
572,2010,0.8011363636363636
580,2010,0.8636363636363636
581,2010,0.8181818181818182
590,2010,0.8579545454545454
591,2010,0.4659090909090909
600,2010,0.8977272727272727
615,2010,0.7613636363636364
616,2010,0.875
620,2010,0.6818181818181818
625,2010,0.7045454545454546
626,2010,0.005681818181818182
630,2010,0.8409090909090909
640,2010,0.7329545454545454
645,2010,0.6704545454545454
651,2010,0.6988636363636364
652,2010,0.7195121951219512
660,2010,0.8409090909090909
663,2010,0.8977272727272727
666,2010,0.39204545454545453
670,2010,0.6988636363636364
679,2010,0.8735632183908046
690,2010,0.9147727272727273
692,2010,0.9147727272727273
694,2010,0.7159090909090909
696,2010,0.7102272727272727
698,2010,0.7102272727272727
700,2010,0.7386363636363636
701,2010,0.7556818181818182
702,2010,0.6818181818181818
703,2010,0.8068181818181818
704,2010,0.6534090909090909
705,2010,0.8579545454545454
712,2010,0.8295454545454546
731,2010,0.8352272727272727
732,2010,0.5454545454545454
740,2010,0.7386363636363636
750,2010,0.8465909090909091
760,2010,0.8125
770,2010,0.6647727272727273
771,2010,0.9204545454545454
775,2010,0.8977272727272727
780,2010,0.6931818181818182
781,2010,0.8465909090909091
790,2010,0.8863636363636364
800,2010,0.8806818181818182
811,2010,0.8863636363636364
812,2010,0.8693181818181818
816,2010,0.6875
820,2010,0.9204545454545454
830,2010,0.7159090909090909
835,2010,0.9204545454545454
840,2010,0.8693181818181818
850,2010,0.9147727272727273
860,2010,0.8181818181818182
900,2010,0.6079545454545454
910,2010,0.8352272727272727
920,2010,0.6647727272727273
935,2010,0.4318181818181818
940,2010,0.6534090909090909
946,2010,0.25
947,2010,0.8579545454545454
950,2010,0.7897727272727273
955,2010,0.5511363636363636
970,2010,0.2556818181818182
983,2010,0.4772727272727273
986,2010,0.19318181818181818
987,2010,0.4090909090909091
990,2010,0.6704545454545454
2,2011,0.16161616161616163
20,2011,0.2474747474747475
31,2011,0.8535353535353535
40,2011,0.8434343434343434
41,2011,0.7474747474747475
42,2011,0.5959595959595959
51,2011,0.5808080808080808
52,2011,0.7424242424242424
53,2011,0.8686868686868687
54,2011,0.51010101010101
55,2011,0.5858585858585859
56,2011,0.5505050505050505
57,2011,0.6111111111111112
58,2011,0.8737373737373737
60,2011,0.5656565656565656
70,2011,0.8181818181818182
80,2011,0.8737373737373737
90,2011,0.8080808080808081
91,2011,0.8181818181818182
92,2011,0.5252525252525253
93,2011,0.7929292929292929
94,2011,0.8333333333333334
95,2011,0.7575757575757576
100,2011,0.7676767676767676
101,2011,0.6262626262626263
110,2011,0.7373737373737373
115,2011,0.5202020202020202
130,2011,0.5909090909090909
135,2011,0.8636363636363636
140,2011,0.9141414141414141
145,2011,0.8535353535353535
150,2011,0.8181818181818182
155,2011,0.5808080808080808
160,2011,0.8636363636363636
165,2011,0.6464646464646465
200,2011,0.4444444444444444
205,2011,0.7171717171717171
210,2011,0.6565656565656566
211,2011,0.4292929292929293
212,2011,0.6666666666666666
220,2011,0.6666666666666666
221,2011,0.702020202020202
223,2011,0.4595959595959596
225,2011,0.4444444444444444
230,2011,0.4797979797979798
232,2011,0.6767676767676768
235,2011,0.4898989898989899
255,2011,0.7222222222222222
290,2011,0.47474747474747475
305,2011,0.7424242424242424
310,2011,0.7171717171717171
316,2011,0.6818181818181818
317,2011,0.7121212121212122
325,2011,0.6313131313131313
331,2011,0.7070707070707071
338,2011,0.7272727272727273
339,2011,0.5555555555555556
341,2011,0.4494949494949495
343,2011,0.44387755102040816
344,2011,0.6060606060606061
345,2011,0.4472049689440994
346,2011,0.7070707070707071
349,2011,0.4898989898989899
350,2011,0.7272727272727273
352,2011,0.7272727272727273
355,2011,0.4797979797979798
359,2011,0.5663265306122449
360,2011,0.51010101010101
365,2011,0.6363636363636364
366,2011,0.702020202020202
367,2011,0.6515151515151515
368,2011,0.5808080808080808
369,2011,0.494949494949495
370,2011,0.8535353535353535
371,2011,0.7676767676767676
372,2011,0.5707070707070707
373,2011,0.8232323232323232
375,2011,0.7171717171717171
380,2011,0.6767676767676768
385,2011,0.4494949494949495
390,2011,0.6818181818181818
395,2011,0.7424242424242424
402,2011,0.7222222222222222
403,2011,0.3888888888888889
404,2011,0.6565656565656566
411,2011,0.43434343434343436
420,2011,0.4898989898989899
432,2011,0.8080808080808081
433,2011,0.6666666666666666
434,2011,0.8686868686868687
435,2011,0.7878787878787878
436,2011,0.6363636363636364
437,2011,0.7929292929292929
438,2011,0.7272727272727273
439,2011,0.6565656565656566
450,2011,0.5909090909090909
451,2011,0.6111111111111112
452,2011,0.8080808080808081
461,2011,0.6262626262626263
471,2011,0.6565656565656566
475,2011,0.4292929292929293
481,2011,0.5959595959595959
482,2011,0.19696969696969696
483,2011,0.5808080808080808
484,2011,0.5656565656565656
490,2011,0.4444444444444444
500,2011,0.8181818181818182
501,2011,0.8585858585858586
510,2011,0.494949494949495
516,2011,0.5353535353535354
517,2011,0.3434343434343434
520,2011,0.5909090909090909
522,2011,0.5959595959595959
530,2011,0.5757575757575758
531,2011,0.7575757575757576
540,2011,0.7575757575757576
541,2011,0.8333333333333334
551,2011,0.5808080808080808
552,2011,0.8282828282828283
553,2011,0.7222222222222222
560,2011,0.6161616161616161
565,2011,0.8434343434343434
570,2011,0.6161616161616161
571,2011,0.8232323232323232
572,2011,0.8131313131313131
580,2011,0.7878787878787878
581,2011,0.47474747474747475
590,2011,0.8383838383838383
591,2011,0.35858585858585856
600,2011,0.8838383838383839
615,2011,0.6818181818181818
